Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"UNC119","Unc-119 Lipid Binding Chaperone","Protein Coding","Q13432","55","GC17M028546","3.98008823394775","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC119"
"RAE1","Ribonucleic Acid Export 1","Protein Coding","P78406","48","GC20P057351","3.97845268249512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAE1"
"MIR449C","MicroRNA 449c","RNA Gene","","20","GC05M055173","3.97829246520996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR449C"
"NUDT5","Nudix Hydrolase 5","Protein Coding","Q9UKK9","44","GC10M012165","3.97740197181702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT5"
"SAA2-SAA4","SAA2-SAA4 Readthrough","Protein Coding","","27","GC11M018233","3.97724056243896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAA2-SAA4"
"GNG5","G Protein Subunit Gamma 5","Protein Coding","P63218","47","GC01M084498","3.97676610946655","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG5"
"TRIM22","Tripartite Motif Containing 22","Protein Coding","Q8IYM9","49","GC11P005689","3.97593069076538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM22"
"NCR3LG1","Natural Killer Cell Cytotoxicity Receptor 3 Ligand 1","Protein Coding","Q68D85","43","GC11P017351","3.97515940666199","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCR3LG1"
"ADI1","Acireductone Dioxygenase 1","Protein Coding","Q9BV57","50","GC02M004567","3.97497415542603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADI1"
"GIMAP1-GIMAP5","GIMAP1-GIMAP5 Readthrough","Protein Coding","","25","GC07P150716","3.97476387023926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIMAP1-GIMAP5"
"ATP5F1D","ATP Synthase F1 Subunit Delta","Protein Coding","P30049","51","GC19P121845","3.9728262424469","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1D"
"SRPX2","Sushi Repeat Containing Protein X-Linked 2","Protein Coding","O60687","53","GC0XP100648","3.97223329544067","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPX2"
"RAB5C","RAB5C, Member RAS Oncogene Family","Protein Coding","P51148","51","GC17M042124","3.97164845466614","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5C"
"SLC17A9","Solute Carrier Family 17 Member 9","Protein Coding","Q9BYT1","49","GC20P062952","3.97128343582153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A9"
"VAMP2","Vesicle Associated Membrane Protein 2","Protein Coding","P63027","58","GC17M084184","3.97114324569702","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP2"
"SLC27A6","Solute Carrier Family 27 Member 6","Protein Coding","Q9Y2P4","52","GC05P128538","3.97061204910278","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A6"
"ROBO4","Roundabout Guidance Receptor 4","Protein Coding","Q8WZ75","55","GC11M124883","3.9698338508606","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO4"
"H4C9","H4 Clustered Histone 9","Protein Coding","P62805","41","GC06P146954","3.96955323219299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C9"
"NEK7","NIMA Related Kinase 7","Protein Coding","Q8TDX7","54","GC01P198156","3.96950340270996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEK7"
"PPP1R13B","Protein Phosphatase 1 Regulatory Subunit 13B","Protein Coding","Q96KQ4","45","GC14M103733","3.96946048736572","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R13B"
"ACYP2","Acylphosphatase 2","Protein Coding","P14621","50","GC02P053970","3.96655011177063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP2"
"ARMS2","Age-Related Maculopathy Susceptibility 2","Protein Coding","P0C7Q2","42","GC10P122454","3.96623086929321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMS2"
"UBE3C","Ubiquitin Protein Ligase E3C","Protein Coding","Q15386","54","GC07P157138","3.96580719947815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3C"
"SUMF2","Sulfatase Modifying Factor 2","Protein Coding","Q8NBJ7","48","GC07P060887","3.96564483642578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMF2"
"RTCB","RNA 2',3'-Cyclic Phosphate And 5'-OH Ligase","Protein Coding","Q9Y3I0","44","GC22M032387","3.96490287780762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTCB"
"UBE2L3","Ubiquitin Conjugating Enzyme E2 L3","Protein Coding","P68036","58","GC22P021549","3.9644136428833","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L3"
"HES5","Hes Family BHLH Transcription Factor 5","Protein Coding","Q5TA89","43","GC01M002528","3.9641010761261","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HES5"
"PTPRG","Protein Tyrosine Phosphatase Receptor Type G","Protein Coding","P23470","53","GC03P061561","3.96357774734497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRG"
"NLRP6","NLR Family Pyrin Domain Containing 6","Protein Coding","P59044","50","GC11P000278","3.96280217170715","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP6"
"SLC30A1","Solute Carrier Family 30 Member 1","Protein Coding","Q9Y6M5","50","GC01M211571","3.9625985622406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A1"
"POTEE","POTE Ankyrin Domain Family Member E","Protein Coding","Q6S8J3","38","GC02P146526","3.9622483253479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTEE"
"NIBAN1","Niban Apoptosis Regulator 1","Protein Coding","Q9BZQ8","45","GC01M186061","3.96212482452393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIBAN1"
"FIG4","FIG4 Phosphoinositide 5-Phosphatase","Protein Coding","Q92562","56","GC06P145779","3.96165943145752","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIG4"
"LINC00649","Long Intergenic Non-Protein Coding RNA 649","RNA Gene","","21","GC21P033915","3.96135663986206","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00649"
"CCDC62","Coiled-Coil Domain Containing 62","Protein Coding","Q6P9F0","45","GC12P122774","3.96075987815857","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC62"
"H2BC5","H2B Clustered Histone 5","Protein Coding","P58876","47","GC06P146944","3.96020841598511","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2BC5"
"UHRF2","Ubiquitin Like With PHD And Ring Finger Domains 2","Protein Coding","Q96PU4","45","GC09P006413","3.95974779129028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UHRF2"
"USO1","USO1 Vesicle Transport Factor","Protein Coding","O60763","44","GC04P075724","3.95924711227417","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USO1"
"KCNK12","Potassium Two Pore Domain Channel Subfamily K Member 12","Protein Coding","Q9HB15","47","GC02M047582","3.9591007232666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK12"
"CSAG3","CSAG Family Member 3","Protein Coding","Q9Y5P2","26","GC0XP152753","3.95823860168457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSAG3"
"POLR2B","RNA Polymerase II Subunit B","Protein Coding","P30876","52","GC04P056977","3.95740103721619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR2B"
"RCAN1","Regulator Of Calcineurin 1","Protein Coding","P53805","54","GC21M034513","3.95720219612122","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCAN1"
"COX6C","Cytochrome C Oxidase Subunit 6C","Protein Coding","P09669","48","GC08M099899","3.95685720443726","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX6C"
"SRPK2","SRSF Protein Kinase 2","Protein Coding","P78362","55","GC07M105110","3.95631790161133","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPK2"
"MAGEC3","MAGE Family Member C3","Protein Coding","Q8TD91","40","GC0XP141838","3.95602178573608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEC3"
"SLC5A9","Solute Carrier Family 5 Member 9","Protein Coding","Q2M3M2","47","GC01P048222","3.95527291297913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A9"
"HNRNPH3","Heterogeneous Nuclear Ribonucleoprotein H3","Protein Coding","P31942","47","GC10P068331","3.95506954193115","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH3"
"ANO3","Anoctamin 3","Protein Coding","Q9BYT9","52","GC11P026188","3.95480537414551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO3"
"TCF21","Transcription Factor 21","Protein Coding","O43680","47","GC06P133889","3.95438623428345","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF21"
"RCN2","Reticulocalbin 2","Protein Coding","Q14257","50","GC15P076931","3.95412850379944","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCN2"
"NPY5R","Neuropeptide Y Receptor Y5","Protein Coding","Q15761","54","GC04P163343","3.95295548439026","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY5R"
"PLA2G3","Phospholipase A2 Group III","Protein Coding","Q9NZ20","50","GC22M079182","3.95284080505371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G3"
"TRIT1","TRNA Isopentenyltransferase 1","Protein Coding","Q9H3H1","54","GC01M039842","3.95246481895447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIT1"
"ALX1","ALX Homeobox 1","Protein Coding","Q15699","52","GC12P085279","3.95080232620239","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALX1"
"CTNNBL1","Catenin Beta Like 1","Protein Coding","Q8WYA6","49","GC20P042506","3.95043182373047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNBL1"
"NOP56","NOP56 Ribonucleoprotein","Protein Coding","O00567","55","GC20P008947","3.95013546943665","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP56"
"EOGT","EGF Domain Specific O-Linked N-Acetylglucosamine Transferase","Protein Coding","Q5NDL2","51","GC03M068975","3.94831037521362","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EOGT"
"MIR3178","MicroRNA 3178","RNA Gene","","15","GC16M002531","3.94674110412598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3178"
"IL6-AS1","IL6 Antisense RNA 1","RNA Gene","","23","GC07M022897","3.94649577140808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6-AS1"
"LOC126859963","BRD4-Independent Group 4 Enhancer GRCh37_chr7:22766269-22767468","Functional Element","","9","GC07P022726","3.94649577140808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126859963"
"L3MBTL1","L3MBTL Histone Methyl-Lysine Binding Protein 1","Protein Coding","Q9Y468","50","GC20P044097","3.94646883010864","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL1"
"HAO2","Hydroxyacid Oxidase 2","Protein Coding","Q9NYQ3","45","GC01P119368","3.94614219665527","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAO2"
"MIR378E","MicroRNA 378e","RNA Gene","","15","GC05P170028","3.94594144821167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR378E"
"CTTNBP2","Cortactin Binding Protein 2","Protein Coding","Q8WZ74","46","GC07M117710","3.9449028968811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTTNBP2"
"ATP5ME","ATP Synthase Membrane Subunit E","Protein Coding","P56385","48","GC04M005215","3.94354057312012","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5ME"
"ERAP2","Endoplasmic Reticulum Aminopeptidase 2","Protein Coding","Q6P179","52","GC05P096875","3.94165301322937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERAP2"
"RBP5","Retinol Binding Protein 5","Protein Coding","P82980","42","GC12M030708","3.94087314605713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBP5"
"CD48","CD48 Molecule","Protein Coding","P09326","53","GC01M164164","3.94015502929688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD48"
"STAG3","STAG3 Cohesin Complex Component","Protein Coding","Q9UJ98","53","GC07P100177","3.93984961509705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3"
"POLR1G","RNA Polymerase I Subunit G","Protein Coding","O15446","44","GC19P123257","3.93897438049316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1G"
"ADCY8","Adenylate Cyclase 8","Protein Coding","P40145","54","GC08M130780","3.93887138366699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY8"
"SELENOO","Selenoprotein O","Protein Coding","Q9BVL4","41","GC22P050201","3.93825674057007","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOO"
"DNM3","Dynamin 3","Protein Coding","Q9UQ16","56","GC01P171945","3.93815565109253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM3"
"FAT2","FAT Atypical Cadherin 2","Protein Coding","Q9NYQ8","50","GC05M151504","3.93792414665222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAT2"
"CDK11B","Cyclin Dependent Kinase 11B","Protein Coding","P21127","52","GC01M015034","3.93784165382385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK11B"
"METTL16","Methyltransferase 16, RNA N6-Adenosine","Protein Coding","Q86W50","41","GC17M002405","3.937340259552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL16"
"MIR374B","MicroRNA 374b","RNA Gene","","25","GC0XM074231","3.93703460693359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR374B"
"CHRNA7","Cholinergic Receptor Nicotinic Alpha 7 Subunit","Protein Coding","P36544","56","GC15P031923","3.93679285049438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA7"
"ANXA9","Annexin A9","Protein Coding","O76027","49","GC01P166974","3.93574666976929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA9"
"FAM120A","Family With Sequence Similarity 120 Member A","Protein Coding","Q9NZB2","49","GC09P102091","3.93529796600342","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM120A"
"SH3GLB1","SH3 Domain Containing GRB2 Like, Endophilin B1","Protein Coding","Q9Y371","50","GC01P086704","3.93265676498413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3GLB1"
"RALGAPA1","Ral GTPase Activating Protein Catalytic Subunit Alpha 1","Protein Coding","Q6GYQ0","54","GC14M035538","3.9322681427002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGAPA1"
"NOP14","NOP14 Nucleolar Protein","Protein Coding","P78316","45","GC04M005314","3.93145704269409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP14"
"PBX2","PBX Homeobox 2","Protein Coding","P40425","50","GC06M032184","3.93119692802429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBX2"
"MAN2B2","Mannosidase Alpha Class 2B Member 2","Protein Coding","Q9Y2E5","51","GC04P006575","3.93104934692383","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2B2"
"FOXE3","Forkhead Box E3","Protein Coding","Q13461","48","GC01P047416","3.93068552017212","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXE3"
"PARD3B","Par-3 Family Cell Polarity Regulator Beta","Protein Coding","Q8TEW8","44","GC02P204545","3.92927742004395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD3B"
"BAG2","BAG Cochaperone 2","Protein Coding","O95816","50","GC06P057172","3.92912983894348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG2"
"TMEM9","Transmembrane Protein 9","Protein Coding","Q9P0T7","44","GC01M201134","3.92903637886047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM9"
"ESPL1","Extra Spindle Pole Bodies Like 1, Separase","Protein Coding","Q14674","51","GC12P053268","3.92819786071777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESPL1"
"FMO2","Flavin Containing Dimethylaniline Monoxygenase 2","Protein Coding","Q99518","47","GC01P171185","3.92808723449707","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMO2"
"CLTA","Clathrin Light Chain A","Protein Coding","P09496","48","GC09P036190","3.92724275588989","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTA"
"SPPL2A","Signal Peptide Peptidase Like 2A","Protein Coding","Q8TCT8","51","GC15M050702","3.92536544799805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPPL2A"
"NIBAN2","Niban Apoptosis Regulator 2","Protein Coding","Q96TA1","47","GC09M128093","3.92514705657959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIBAN2"
"INTS13","Integrator Complex Subunit 13","Protein Coding","Q9NVM9","44","GC12M031076","3.92503952980042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS13"
"ACSS3","Acyl-CoA Synthetase Short Chain Family Member 3","Protein Coding","Q9H6R3","48","GC12P080936","3.92445755004883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSS3"
"CYP4F12","Cytochrome P450 Family 4 Subfamily F Member 12","Protein Coding","Q9HCS2","45","GC19P122567","3.92439842224121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4F12"
"DLG2","Discs Large MAGUK Scaffold Protein 2","Protein Coding","Q15700","55","GC11M083455","3.92407846450806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLG2"
"FAM210B","Family With Sequence Similarity 210 Member B","Protein Coding","Q96KR6","41","GC20P056358","3.92366027832031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM210B"
"EXOC1","Exocyst Complex Component 1","Protein Coding","Q9NV70","47","GC04P055853","3.92266011238098","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOC1"
"SLC6A19","Solute Carrier Family 6 Member 19","Protein Coding","Q695T7","56","GC05P001201","3.92255783081055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A19"
"ANXA11","Annexin A11","Protein Coding","P50995","55","GC10M080150","3.92167687416077","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA11"
"IVNS1ABP","Influenza Virus NS1A Binding Protein","Protein Coding","Q9Y6Y0","54","GC01M185296","3.92160129547119","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IVNS1ABP"
"PHF13","PHD Finger Protein 13","Protein Coding","Q86YI8","37","GC01P006613","3.92029285430908","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF13"
"PSMG1","Proteasome Assembly Chaperone 1","Protein Coding","O95456","48","GC21M039174","3.91899538040161","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMG1"
"CCDC28B","Coiled-Coil Domain Containing 28B","Protein Coding","Q9BUN5","47","GC01P053647","3.91884136199951","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC28B"
"MICALL2","MICAL Like 2","Protein Coding","Q8IY33","45","GC07M003539","3.91852903366089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MICALL2"
"MIR133A2","MicroRNA 133a-2","RNA Gene","","21","GC20P067513","3.91756200790405","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133A2"
"POU3F4","POU Class 3 Homeobox 4","Protein Coding","P49335","49","GC0XP083508","3.91728091239929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POU3F4"
"DNAJC6","DnaJ Heat Shock Protein Family (Hsp40) Member C6","Protein Coding","O75061","56","GC01P065248","3.91644310951233","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC6"
"TMEM218","Transmembrane Protein 218","Protein Coding","A2RU14","42","GC11M125094","3.91635370254517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM218"
"PET100","PET100 Cytochrome C Oxidase Chaperone","Protein Coding","P0DJ07","41","GC19P122129","3.91591453552246","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PET100"
"COPS7A","COP9 Signalosome Subunit 7A","Protein Coding","Q9UBW8","47","GC12P042106","3.91368341445923","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPS7A"
"ECHDC2","Enoyl-CoA Hydratase Domain Containing 2","Protein Coding","Q86YB7","41","GC01M052895","3.91322374343872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECHDC2"
"GLOD4","Glyoxalase Domain Containing 4","Protein Coding","Q9HC38","45","GC17M000757","3.91307020187378","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLOD4"
